Record_ID,Date,Day_Name,City,Area_Type,Citizen_ID,Age_Group,Work_Mode,Temperature_C,Rainfall_mm,AQI,Traffic_Level,Average_Traffic_Speed_kmh,Primary_Transport,Public_Transport_Usage_Minutes,Electricity_Consumption_kWh,Water_Consumption_Liters,Internet_Usage_GB,Online_Food_Orders,Daily_Spending_INR,Hospital_Visits,Emergency_Complaints,Work_Hours,Outdoor_Activity_Hours,Happiness_Score,Service_Satisfaction,Weekend,Month,Year,Day,Month_Name,Quarter
REC069900,2024-01-05,Friday,Bengaluru,Mixed Use,CIT139968,45-54,Hybrid,11.8,0.5,116.0,Low,36.2,Bus,34,14.2,164,1.66,0,1703.82,0,0,6.7,2.7,7.7,7.2,No,1,2024,5,January,1
REC069901,2025-12-19,Friday,Delhi,Residential,CIT961036,45-54,Office,18.1,3.1,201.0,High,11.2,Auto,0,9.11,132,3.12,0,50.0,0,0,9.9,4.0,7.9,8.3,No,12,2025,19,December,4
REC069902,2025-01-18,Saturday,Hyderabad,Commercial,CIT171131,25-34,Office,23.6,2.0,112.0,Medium,28.8,Bus,74,9.13,189,0.1,1,498.63,0,0,7.2,3.4,10.0,7.8,Yes,1,2025,18,January,1
REC069903,2025-06-24,Tuesday,Hyderabad,Residential,CIT442547,35-44,Student,36.8,15.7,79.0,Medium,28.2,Bus,119,10.17,123,3.64,0,861.31,0,1,3.2,1.6,6.9,6.1,No,6,2025,24,June,2
REC069904,2024-01-14,Sunday,Hyderabad,Mixed Use,CIT464803,35-44,Student,20.9,3.1,20.0,Medium,32.2,Cab,0,7.07,191,0.6,2,1498.19,0,0,4.9,0.9,8.0,9.5,Yes,1,2024,14,January,1
REC069905,2023-10-26,Thursday,Kolkata,Residential,CIT412850,25-34,Work From Home,23.8,0.5,100.0,Medium,31.6,Bus,40,5.0,193,5.97,0,50.0,0,0,7.5,3.8,8.6,8.5,No,10,2023,26,October,4
REC069906,2024-08-14,Wednesday,Jaipur,Industrial,CIT978136,35-44,Office,32.7,0.8,163.0,High,19.4,Metro,49,10.15,151,6.54,0,1163.43,0,0,10.2,2.2,7.3,7.0,No,8,2024,14,August,3
REC069907,2024-06-23,Sunday,Kolkata,Residential,CIT575428,25-34,Student,35.1,13.3,130.0,Low,53.1,Metro,74,8.87,131,4.27,0,475.47,0,0,5.7,0.3,7.8,9.0,Yes,6,2024,23,June,2
REC069908,2025-12-09,Tuesday,Kolkata,Residential,CIT830944,18-24,Work From Home,22.1,0.4,153.0,Medium,26.1,Cab,0,11.0,115,5.05,1,1917.14,0,0,9.1,4.6,9.2,8.6,No,12,2025,9,December,4
REC069909,2025-05-31,Saturday,Chennai,Mixed Use,CIT489040,35-44,Hybrid,41.4,2.1,57.0,Medium,36.9,Bus,107,12.09,198,5.42,0,936.63,0,0,7.9,1.7,8.0,7.9,Yes,5,2025,31,May,2
REC069910,2023-04-07,Friday,Delhi,Residential,CIT261046,35-44,Student,29.6,0.2,142.0,Severe,13.8,Metro,105,7.8,179,5.44,1,1388.4,0,0,4.8,0.7,6.7,6.4,No,4,2023,7,April,2
REC069911,2023-11-11,Saturday,Jaipur,Industrial,CIT714953,35-44,Other,23.2,3.6,136.0,Medium,27.0,Private Vehicle,0,10.63,177,3.97,0,775.63,0,0,7.9,2.0,8.2,7.7,Yes,11,2023,11,November,4
REC069912,2024-10-21,Monday,Pune,Residential,CIT104104,18-24,Hybrid,26.4,0.9,133.0,High,11.4,Bus,93,12.84,109,4.09,0,805.6,0,0,8.3,0.0,6.7,6.5,No,10,2024,21,October,4
REC069913,2024-01-03,Wednesday,Bengaluru,Residential,CIT874330,18-24,Other,19.3,3.4,50.0,Low,54.2,Bus,112,9.15,91,7.09,1,1718.77,0,0,2.1,0.7,9.0,9.7,No,1,2024,3,January,1
REC069914,2024-05-26,Sunday,Chennai,Residential,CIT117124,25-34,Hybrid,33.2,0.3,152.0,Medium,35.4,Cab,0,16.51,224,5.34,1,737.21,0,0,7.6,1.9,7.3,8.5,Yes,5,2024,26,May,2
REC069915,2023-07-03,Monday,Pune,Residential,CIT220328,45-54,Office,31.5,3.1,90.0,Low,50.8,Private Vehicle,0,5.08,123,1.98,1,558.28,0,0,10.9,1.7,8.0,9.3,No,7,2023,3,July,3
REC069916,2024-12-11,Wednesday,Pune,Mixed Use,CIT416594,25-34,Other,16.9,3.7,73.0,Medium,30.8,Private Vehicle,0,12.13,116,4.47,0,501.42,0,0,0.4,1.8,7.2,7.2,No,12,2024,11,December,4
REC069917,2024-03-29,Friday,Chennai,Mixed Use,CIT450240,25-34,Other,31.8,1.6,112.0,Medium,34.3,Auto,0,7.27,178,3.79,1,2036.1,0,0,5.0,2.8,8.5,8.8,No,3,2024,29,March,1
REC069918,2023-08-01,Tuesday,Jaipur,Residential,CIT501087,55+,Student,30.5,7.3,101.0,High,24.9,Cab,0,11.69,113,0.81,1,1684.91,0,0,4.7,0.0,6.2,5.5,No,8,2023,1,August,3
REC069919,2025-11-20,Thursday,Bengaluru,Residential,CIT750540,25-34,Hybrid,20.2,0.4,20.0,Severe,10.5,Bus,111,13.73,144,4.92,0,627.96,0,0,8.4,1.8,5.9,7.0,No,11,2025,20,November,4
REC069920,2023-03-08,Wednesday,Mumbai,Residential,CIT302987,35-44,Other,26.4,0.3,82.0,High,11.4,Metro,40,11.56,127,2.62,1,578.82,0,0,0.2,4.2,7.7,7.9,No,3,2023,8,March,1
REC069921,2025-07-05,Saturday,Bengaluru,Mixed Use,CIT536096,45-54,Other,33.2,4.1,94.0,Medium,25.6,Private Vehicle,0,11.62,217,3.2,2,1213.02,0,0,5.9,3.0,7.9,8.9,Yes,7,2025,5,July,3
REC069922,2024-01-24,Wednesday,Mumbai,Residential,CIT283680,45-54,Hybrid,20.5,1.3,55.0,Severe,13.9,Cab,0,9.0,186,6.45,1,999.99,0,0,8.2,0.8,6.6,8.7,No,1,2024,24,January,1
REC069923,2024-06-19,Wednesday,Hyderabad,Residential,CIT430423,25-34,Other,32.1,2.9,116.0,Medium,26.1,Metro,114,3.64,209,4.97,1,1057.36,0,0,3.0,1.6,7.5,5.9,No,6,2024,19,June,2
REC069924,2024-11-30,Saturday,Kolkata,Residential,CIT739653,35-44,Work From Home,22.7,0.6,144.0,Medium,34.8,Cab,0,10.08,204,1.85,2,1476.01,0,0,9.8,1.8,7.4,8.7,Yes,11,2024,30,November,4
REC069925,2025-02-23,Sunday,Chennai,Mixed Use,CIT366527,35-44,Student,27.8,2.1,102.0,Low,51.7,Private Vehicle,0,9.71,121,5.61,1,819.82,0,0,5.5,2.9,9.0,9.1,Yes,2,2025,23,February,1
REC069926,2025-01-12,Sunday,Chennai,Residential,CIT466086,25-34,Work From Home,22.7,2.9,135.0,High,22.0,Private Vehicle,0,6.9,113,2.63,1,1014.93,0,0,6.4,3.4,7.8,8.3,Yes,1,2025,12,January,1
REC069927,2025-07-19,Saturday,Bengaluru,Residential,CIT471426,18-24,Hybrid,28.2,3.2,94.0,Medium,37.5,Bus,83,7.92,196,1.88,0,604.85,0,0,6.4,3.1,9.3,7.5,Yes,7,2025,19,July,3
REC069928,2023-03-20,Monday,Chennai,Residential,CIT862331,25-34,Student,27.5,0.9,163.0,Severe,6.5,Private Vehicle,0,8.31,68,5.65,0,587.53,0,0,6.0,1.9,8.6,8.4,No,3,2023,20,March,1
REC069929,2024-06-21,Friday,Mumbai,Residential,CIT600539,45-54,Student,36.6,0.6,199.0,Severe,7.2,Bus,97,13.14,112,3.59,0,50.0,0,0,5.1,3.1,6.0,5.5,No,6,2024,21,June,2
REC069930,2024-05-12,Sunday,Delhi,Residential,CIT242771,45-54,Other,30.6,3.7,195.0,High,22.8,Metro,90,8.98,125,1.14,0,639.05,0,0,7.3,3.0,9.1,10.0,Yes,5,2024,12,May,2
REC069931,2025-06-20,Friday,Chennai,Residential,CIT310273,45-54,Office,34.0,1.7,118.0,Severe,13.0,Bus,88,10.86,135,7.71,1,1647.8,0,0,7.6,2.9,6.6,6.9,No,6,2025,20,June,2
REC069932,2025-12-15,Monday,Mumbai,Mixed Use,CIT176300,18-24,Work From Home,23.9,0.1,173.0,Low,53.5,Cab,0,11.69,65,4.16,0,930.92,0,0,8.7,3.2,9.1,8.7,No,12,2025,15,December,4
REC069933,2025-06-29,Sunday,Jaipur,Commercial,CIT275990,35-44,Hybrid,29.9,3.4,126.0,Low,49.7,Metro,109,10.26,66,4.82,1,1171.68,0,0,8.7,1.9,8.3,8.8,Yes,6,2025,29,June,2
REC069934,2023-04-29,Saturday,Pune,Residential,CIT218611,55+,Student,22.0,1.1,111.0,Medium,36.3,Auto,0,12.03,145,6.03,0,1781.39,0,0,5.2,0.6,8.9,7.9,Yes,4,2023,29,April,2
REC069935,2024-09-16,Monday,Jaipur,Mixed Use,CIT721467,25-34,Student,26.7,27.6,150.0,High,14.6,Bus,49,8.33,106,5.38,1,2217.24,0,0,5.7,1.7,7.3,7.2,No,9,2024,16,September,3
REC069936,2024-02-06,Tuesday,Hyderabad,Residential,CIT405285,18-24,Hybrid,26.1,1.6,141.0,Low,38.0,Bus,75,12.56,138,5.13,1,1106.92,0,0,5.9,0.2,7.2,6.6,No,2,2024,6,February,1
REC069937,2023-06-18,Sunday,Bengaluru,Residential,CIT377633,18-24,Hybrid,30.8,3.5,43.0,Medium,24.1,Bus,118,6.19,220,5.03,1,1366.51,0,0,6.1,2.2,6.5,7.3,Yes,6,2023,18,June,2
REC069938,2024-03-03,Sunday,Jaipur,Residential,CIT512133,35-44,Other,28.3,1.2,123.0,Low,44.0,Private Vehicle,0,10.51,174,3.83,0,833.08,0,0,2.6,3.5,9.7,9.4,Yes,3,2024,3,March,1
REC069939,2024-01-31,Wednesday,Pune,Residential,CIT802551,45-54,Other,13.8,1.9,69.0,Low,40.9,Private Vehicle,0,11.71,66,1.97,1,1890.36,0,0,7.0,0.3,7.1,6.8,No,1,2024,31,January,1
REC069940,2025-06-14,Saturday,Kolkata,Mixed Use,CIT507146,25-34,Office,35.2,6.8,76.0,High,23.6,Auto,0,9.42,118,5.8,0,1171.16,0,0,8.7,2.9,7.9,7.7,Yes,6,2025,14,June,2
REC069941,2024-03-03,Sunday,Pune,Residential,CIT587747,25-34,Office,22.1,0.0,131.0,Medium,28.5,Bus,36,11.1,151,3.31,0,930.24,0,0,10.0,3.5,9.1,10.0,Yes,3,2024,3,March,1
REC069942,2023-10-11,Wednesday,Chennai,Residential,CIT683941,45-54,Hybrid,27.7,0.6,23.0,Low,52.7,Walking/Cycling,0,5.45,99,5.53,0,1231.05,0,0,5.6,3.6,7.5,6.0,No,10,2023,11,October,4
REC069943,2024-11-05,Tuesday,Pune,Mixed Use,CIT768395,18-24,Hybrid,21.5,1.1,94.0,Medium,25.7,Metro,117,4.27,54,3.38,2,436.56,0,0,5.6,3.6,9.0,8.6,No,11,2024,5,November,4
REC069944,2024-10-14,Monday,Mumbai,Commercial,CIT983711,25-34,Office,22.8,0.4,79.0,High,18.6,Private Vehicle,0,3.92,143,6.96,2,1545.44,0,0,7.6,1.8,7.6,7.9,No,10,2024,14,October,4
REC069945,2023-09-06,Wednesday,Delhi,Residential,CIT832024,18-24,Student,20.5,7.8,170.0,Medium,22.9,Metro,113,8.09,85,4.14,0,822.44,0,0,3.9,1.5,7.5,7.8,No,9,2023,6,September,3
REC069946,2024-06-12,Wednesday,Kolkata,Residential,CIT610068,45-54,Student,34.3,4.7,133.0,Low,38.0,Cab,0,15.45,84,3.32,1,1386.46,0,0,5.2,4.5,8.9,10.0,No,6,2024,12,June,2
REC069947,2025-01-29,Wednesday,Pune,Commercial,CIT161905,55+,Hybrid,17.5,1.4,96.0,High,10.7,Cab,0,9.94,139,2.64,1,883.27,0,0,8.4,2.0,7.0,6.3,No,1,2025,29,January,1
REC069948,2023-08-05,Saturday,Chennai,Industrial,CIT678829,25-34,Student,33.2,1.0,64.0,Low,52.2,Metro,106,6.6,116,3.31,0,1376.85,0,0,5.1,0.8,6.9,6.1,Yes,8,2023,5,August,3
REC069949,2025-10-04,Saturday,Delhi,Residential,CIT746084,35-44,Office,29.8,0.3,188.0,Medium,35.6,Metro,40,14.13,235,5.54,1,233.99,0,0,7.4,2.4,7.8,8.8,Yes,10,2025,4,October,4
REC069950,2025-10-27,Monday,Jaipur,Residential,CIT989596,45-54,Hybrid,23.2,0.0,138.0,Low,40.2,Cab,0,9.67,158,5.3,0,566.74,0,0,6.2,2.1,7.5,6.7,No,10,2025,27,October,4
REC069951,2023-04-21,Friday,Pune,Residential,CIT631430,45-54,Hybrid,33.2,0.5,101.0,Severe,11.3,Auto,0,13.79,129,2.62,1,1377.63,0,0,7.6,1.8,7.8,6.2,No,4,2023,21,April,2
REC069952,2023-09-02,Saturday,Mumbai,Industrial,CIT292978,45-54,Other,31.1,9.3,79.0,High,17.6,Bus,32,8.46,142,0.1,0,1182.42,0,0,4.8,3.3,7.8,6.8,Yes,9,2023,2,September,3
REC069953,2023-04-30,Sunday,Delhi,Residential,CIT994376,55+,Other,30.2,0.0,169.0,Low,47.8,Private Vehicle,0,2.83,152,3.26,1,597.84,0,0,7.0,2.1,9.1,8.3,Yes,4,2023,30,April,2
REC069954,2025-09-09,Tuesday,Mumbai,Mixed Use,CIT993326,25-34,Office,29.3,3.3,112.0,Medium,24.0,Private Vehicle,0,10.32,187,2.66,0,1967.64,0,0,9.6,3.1,8.0,8.3,No,9,2025,9,September,3
REC069955,2025-01-02,Thursday,Kolkata,Commercial,CIT600495,45-54,Hybrid,21.1,2.2,108.0,Medium,26.0,Auto,0,5.09,84,7.06,1,461.59,0,0,6.0,2.6,6.8,8.0,No,1,2025,2,January,1
REC069956,2023-07-31,Monday,Jaipur,Commercial,CIT230963,18-24,Work From Home,33.6,2.4,164.0,High,17.6,Bus,37,9.36,231,2.07,0,482.24,0,0,8.0,1.1,6.9,6.5,No,7,2023,31,July,3
REC069957,2025-10-11,Saturday,Chennai,Mixed Use,CIT233074,25-34,Office,30.8,0.3,142.0,Medium,35.6,Bus,87,18.88,151,3.6,0,1033.96,0,0,7.4,2.3,8.0,8.5,Yes,10,2025,11,October,4
REC069958,2023-09-23,Saturday,Mumbai,Industrial,CIT523270,25-34,Student,24.7,11.4,46.0,High,12.8,Bus,35,9.63,121,3.42,1,1317.0,0,0,5.3,1.2,8.2,8.0,Yes,9,2023,23,September,3
REC069959,2024-05-03,Friday,Kolkata,Mixed Use,CIT670542,25-34,Office,30.7,0.1,105.0,Severe,7.2,Bus,116,11.65,190,1.02,0,786.95,0,0,9.9,1.7,8.1,7.5,No,5,2024,3,May,2
REC069960,2023-08-19,Saturday,Bengaluru,Industrial,CIT981504,35-44,Office,26.8,22.8,41.0,Low,43.1,Bus,77,11.96,159,1.07,2,1348.98,0,0,9.8,4.4,9.5,9.1,Yes,8,2023,19,August,3
REC069961,2023-09-07,Thursday,Bengaluru,Residential,CIT768104,25-34,Hybrid,31.0,5.1,73.0,Severe,5.6,Private Vehicle,0,13.23,129,3.14,2,2258.75,0,0,7.3,2.7,8.1,7.9,No,9,2023,7,September,3
REC069962,2023-08-13,Sunday,Bengaluru,Industrial,CIT162270,25-34,Hybrid,23.4,1.1,24.0,Medium,28.6,Cab,0,10.89,100,5.82,0,592.99,0,1,7.3,0.6,8.8,8.8,Yes,8,2023,13,August,3
REC069963,2023-02-15,Wednesday,Mumbai,Residential,CIT452335,35-44,Hybrid,29.7,0.6,141.0,Low,54.9,Metro,28,12.13,163,0.76,0,952.96,0,0,7.7,1.3,8.1,8.6,No,2,2023,15,February,1
REC069964,2023-06-03,Saturday,Mumbai,Mixed Use,CIT909024,25-34,Work From Home,29.8,9.7,135.0,Medium,22.2,Metro,69,11.95,202,3.82,0,616.43,0,0,6.7,1.1,7.6,5.8,Yes,6,2023,3,June,2
REC069965,2023-10-17,Tuesday,Chennai,Mixed Use,CIT317248,25-34,Other,24.9,0.8,68.0,Severe,11.2,Private Vehicle,0,5.03,109,1.45,0,390.25,0,0,6.3,4.5,7.3,6.1,No,10,2023,17,October,4
REC069966,2025-05-29,Thursday,Bengaluru,Mixed Use,CIT783955,35-44,Hybrid,29.9,0.0,61.0,High,17.6,Cab,0,8.96,158,5.76,0,282.79,0,0,8.7,1.6,8.0,7.4,No,5,2025,29,May,2
REC069967,2024-01-16,Tuesday,Mumbai,Commercial,CIT413139,25-34,Hybrid,24.1,3.0,77.0,Low,44.0,Walking/Cycling,0,5.99,260,0.53,2,2073.73,0,0,8.2,1.2,7.6,8.7,No,1,2024,16,January,1
REC069968,2025-09-22,Monday,Mumbai,Residential,CIT211584,25-34,Other,29.5,4.7,86.0,High,12.8,Bus,33,7.89,174,3.2,0,711.3,0,0,2.1,2.6,8.5,9.7,No,9,2025,22,September,3
REC069969,2024-01-26,Friday,Bengaluru,Residential,CIT912420,55+,Hybrid,17.6,0.2,107.0,Severe,10.3,Walking/Cycling,0,10.72,210,4.22,0,230.94,0,0,7.0,2.0,7.8,7.6,No,1,2024,26,January,1
REC069970,2024-03-27,Wednesday,Chennai,Mixed Use,CIT748043,45-54,Other,30.8,2.0,81.0,Medium,32.4,Bus,86,7.13,136,2.52,0,1940.99,0,0,5.1,3.3,6.8,7.6,No,3,2024,27,March,1
REC069971,2025-07-10,Thursday,Bengaluru,Commercial,CIT581531,45-54,Office,26.4,1.5,102.0,Medium,37.6,Cab,0,5.21,147,3.72,0,653.14,0,0,7.7,1.4,7.3,5.6,No,7,2025,10,July,3
REC069972,2024-10-23,Wednesday,Hyderabad,Residential,CIT828437,25-34,Office,22.3,0.8,32.0,High,24.3,Auto,0,9.51,73,2.56,1,948.9,0,0,10.2,2.9,6.8,5.5,No,10,2024,23,October,4
REC069973,2023-07-08,Saturday,Chennai,Residential,CIT189633,35-44,Student,40.9,4.7,114.0,High,13.8,Cab,0,17.65,175,3.56,0,642.13,0,0,3.2,0.9,6.4,7.9,Yes,7,2023,8,July,3
REC069974,2023-10-03,Tuesday,Mumbai,Residential,CIT209995,45-54,Hybrid,19.8,1.1,83.0,High,13.8,Cab,0,11.18,143,6.09,0,50.0,0,0,6.9,2.0,5.2,6.3,No,10,2023,3,October,4
REC069975,2023-02-07,Tuesday,Hyderabad,Residential,CIT311813,25-34,Hybrid,28.0,1.8,75.0,Medium,24.8,Cab,0,7.11,74,1.04,0,768.57,0,0,8.4,3.1,7.7,7.6,No,2,2023,7,February,1
REC069976,2024-06-24,Monday,Hyderabad,Industrial,CIT342692,18-24,Office,32.3,5.0,170.0,Low,47.8,Private Vehicle,0,13.16,162,3.77,0,659.38,0,0,7.7,2.6,9.5,9.6,No,6,2024,24,June,2
REC069977,2025-08-22,Friday,Delhi,Mixed Use,CIT470533,18-24,Office,31.4,4.0,151.0,Low,54.2,Bus,88,6.76,161,2.51,0,572.91,0,0,8.1,2.5,7.2,7.1,No,8,2025,22,August,3
REC069978,2024-05-28,Tuesday,Kolkata,Residential,CIT488335,18-24,Office,34.8,0.3,138.0,High,10.3,Bus,83,9.5,171,6.09,1,1373.57,0,0,9.8,2.3,6.0,5.4,No,5,2024,28,May,2
REC069979,2025-08-20,Wednesday,Hyderabad,Residential,CIT718764,45-54,Hybrid,32.3,1.2,89.0,High,15.9,Cab,0,11.83,155,6.93,1,1388.3,0,0,5.4,2.5,6.6,8.7,No,8,2025,20,August,3
REC069980,2024-04-03,Wednesday,Bengaluru,Mixed Use,CIT863992,25-34,Office,29.9,0.6,168.0,Medium,30.1,Auto,0,11.96,122,1.95,1,875.63,0,0,8.2,1.7,7.8,6.3,No,4,2024,3,April,2
REC069981,2024-11-14,Thursday,Jaipur,Commercial,CIT752585,18-24,Other,23.9,0.8,65.0,Low,51.0,Bus,90,8.82,181,3.57,1,857.52,0,0,3.7,0.0,8.0,9.7,No,11,2024,14,November,4
REC069982,2025-09-26,Friday,Bengaluru,Mixed Use,CIT292277,18-24,Work From Home,21.0,2.0,87.0,Severe,6.7,Bus,106,11.15,153,3.77,0,824.02,0,0,6.7,0.3,7.2,6.7,No,9,2025,26,September,3
REC069983,2023-04-28,Friday,Hyderabad,Residential,CIT470043,25-34,Hybrid,28.3,1.6,129.0,Medium,29.4,Walking/Cycling,0,5.84,119,4.9,0,1111.03,0,0,7.7,2.3,8.3,6.6,No,4,2023,28,April,2
REC069984,2025-01-09,Thursday,Delhi,Residential,CIT546614,55+,Office,17.6,0.7,265.0,Medium,24.6,Walking/Cycling,0,9.25,114,5.24,3,2208.79,0,0,8.3,2.1,7.5,7.3,No,1,2025,9,January,1
REC069985,2024-02-10,Saturday,Pune,Commercial,CIT707442,18-24,Student,19.9,2.8,118.0,Medium,33.7,Private Vehicle,0,9.32,127,4.19,1,1191.11,0,0,5.3,3.2,9.6,10.0,Yes,2,2024,10,February,1
REC069986,2023-09-30,Saturday,Chennai,Commercial,CIT428674,55+,Hybrid,26.5,1.2,68.0,High,22.1,Bus,58,9.72,204,0.1,0,1459.93,0,0,7.9,1.8,7.4,6.9,Yes,9,2023,30,September,3
REC069987,2025-05-06,Tuesday,Bengaluru,Commercial,CIT956125,18-24,Student,32.4,1.2,69.0,Low,38.1,Bus,34,9.82,52,3.19,1,1504.86,0,0,6.6,2.5,8.4,8.1,No,5,2025,6,May,2
REC069988,2024-01-31,Wednesday,Bengaluru,Mixed Use,CIT702602,35-44,Other,16.7,6.9,22.0,Low,37.9,Bus,58,10.3,186,2.18,1,1203.03,0,0,3.0,1.1,7.2,7.8,No,1,2024,31,January,1
REC069989,2024-12-13,Friday,Hyderabad,Residential,CIT684968,18-24,Hybrid,15.4,1.0,61.0,Medium,30.7,Private Vehicle,0,9.25,167,4.22,1,851.62,0,0,6.6,3.3,10.0,9.1,No,12,2024,13,December,4
REC069990,2024-01-24,Wednesday,Chennai,Mixed Use,CIT426909,25-34,Hybrid,20.9,1.8,114.0,Medium,33.7,Cab,0,9.82,148,5.4,1,1206.41,0,0,7.5,1.7,6.4,7.0,No,1,2024,24,January,1
REC069991,2024-08-21,Wednesday,Delhi,Residential,CIT116775,25-34,Student,25.3,6.7,152.0,Medium,30.7,Bus,92,10.29,144,4.73,0,1145.33,0,0,5.5,3.2,9.7,10.0,No,8,2024,21,August,3
REC069992,2025-05-18,Sunday,Chennai,Residential,CIT849767,35-44,Office,35.2,2.9,96.0,Low,37.2,Metro,104,12.52,188,3.36,0,426.91,0,0,9.0,2.4,7.8,9.6,Yes,5,2025,18,May,2
REC069993,2025-01-26,Sunday,Jaipur,Residential,CIT918540,45-54,Student,18.7,5.4,201.0,Medium,35.4,Walking/Cycling,0,12.14,165,1.86,0,1298.52,0,0,6.3,1.9,8.8,8.4,Yes,1,2025,26,January,1
REC069994,2024-02-23,Friday,Chennai,Residential,CIT423916,45-54,Office,20.7,1.1,107.0,Severe,9.2,Bus,77,9.97,152,0.1,0,1346.23,0,0,8.3,1.1,6.9,7.8,No,2,2024,23,February,1
REC069995,2024-06-12,Wednesday,Kolkata,Residential,CIT381155,55+,Hybrid,30.5,1.4,119.0,Medium,23.2,Metro,26,9.13,195,3.96,0,797.91,0,0,7.7,1.5,6.7,5.5,No,6,2024,12,June,2
REC069996,2025-05-13,Tuesday,Chennai,Mixed Use,CIT970384,25-34,Hybrid,39.0,1.8,103.0,Low,40.5,Walking/Cycling,0,9.49,167,4.37,1,1218.49,0,0,5.6,1.6,7.9,8.6,No,5,2025,13,May,2
REC069997,2024-03-08,Friday,Delhi,Mixed Use,CIT344491,25-34,Other,21.4,0.9,202.0,High,13.1,Private Vehicle,0,5.24,142,5.09,1,1586.67,0,0,6.4,3.8,6.7,6.2,No,3,2024,8,March,1
REC069998,2025-10-14,Tuesday,Jaipur,Mixed Use,CIT995226,45-54,Other,26.2,3.9,162.0,High,14.1,Private Vehicle,0,8.21,177,3.36,2,1853.64,0,0,4.5,2.1,7.4,7.5,No,10,2025,14,October,4
REC069999,2025-01-27,Monday,Kolkata,Commercial,CIT843657,25-34,Work From Home,23.8,0.4,180.0,High,15.9,Metro,26,6.39,199,3.52,2,1995.67,0,0,8.5,2.8,9.0,10.0,No,1,2025,27,January,1
REC070000,2024-06-05,Wednesday,Delhi,Commercial,CIT375193,35-44,Work From Home,32.0,1.4,233.0,Medium,32.7,Bus,79,8.22,121,4.85,0,707.95,0,0,6.5,2.4,8.1,7.8,No,6,2024,5,June,2
REC070001,2023-01-05,Thursday,Kolkata,Residential,CIT577340,45-54,Work From Home,18.1,1.3,115.0,High,19.0,Cab,0,7.44,115,5.32,0,50.0,0,0,8.8,1.0,5.5,6.7,No,1,2023,5,January,1
REC070002,2025-08-09,Saturday,Jaipur,Mixed Use,CIT549725,45-54,Work From Home,30.1,2.4,75.0,Low,50.6,Bus,30,16.13,103,2.36,1,1889.31,0,0,8.9,2.5,8.5,7.3,Yes,8,2025,9,August,3
REC070003,2025-11-03,Monday,Delhi,Commercial,CIT561903,18-24,Hybrid,18.5,0.0,199.0,High,22.8,Bus,56,9.6,81,3.84,0,1638.38,0,0,5.5,0.9,6.1,4.9,No,11,2025,3,November,4
REC070004,2025-12-02,Tuesday,Kolkata,Mixed Use,CIT489403,18-24,Student,24.7,0.4,138.0,Severe,4.1,Metro,91,10.94,150,2.16,1,1638.83,0,1,3.6,1.7,7.0,8.7,No,12,2025,2,December,4
REC070005,2024-01-22,Monday,Jaipur,Commercial,CIT529606,45-54,Work From Home,25.2,2.5,136.0,High,20.3,Auto,0,7.2,227,2.16,0,587.39,0,0,6.5,1.8,8.8,9.6,No,1,2024,22,January,1
REC070006,2023-07-04,Tuesday,Pune,Industrial,CIT436481,18-24,Work From Home,29.6,0.1,60.0,High,18.8,Bus,50,15.02,122,0.65,2,1065.74,0,0,8.7,1.1,8.4,6.7,No,7,2023,4,July,3
REC070007,2023-07-20,Thursday,Mumbai,Mixed Use,CIT812366,35-44,Office,35.6,0.0,129.0,Low,54.5,Metro,114,14.19,149,4.39,1,1832.83,0,0,8.4,3.2,7.8,8.3,No,7,2023,20,July,3
REC070008,2023-04-18,Tuesday,Hyderabad,Residential,CIT602045,35-44,Other,31.3,1.5,101.0,High,18.2,Walking/Cycling,0,9.92,160,1.92,0,903.34,0,0,6.9,1.9,5.4,7.1,No,4,2023,18,April,2
REC070009,2023-09-14,Thursday,Pune,Residential,CIT153061,45-54,Student,25.4,9.2,54.0,Medium,37.4,Bus,76,6.88,181,3.0,1,1860.81,0,0,4.3,1.5,5.6,3.7,No,9,2023,14,September,3
REC070010,2023-07-31,Monday,Pune,Commercial,CIT342275,35-44,Work From Home,33.1,5.3,70.0,Medium,26.1,Cab,0,12.8,95,3.64,1,77.82,0,0,6.6,0.0,8.3,7.8,No,7,2023,31,July,3
REC070011,2023-07-02,Sunday,Mumbai,Mixed Use,CIT136545,55+,Student,37.9,10.3,142.0,High,15.1,Metro,96,13.13,252,7.04,0,1153.13,0,0,5.2,2.8,8.6,8.9,Yes,7,2023,2,July,3
REC070012,2025-09-28,Sunday,Pune,Residential,CIT813244,25-34,Other,19.5,5.5,55.0,Low,42.2,Bus,38,7.73,142,3.46,1,1227.15,0,0,3.4,3.1,9.8,9.3,Yes,9,2025,28,September,3
REC070013,2024-12-14,Saturday,Jaipur,Residential,CIT490922,45-54,Hybrid,27.4,1.5,131.0,Low,47.4,Cab,0,4.09,112,2.4,1,592.38,0,0,6.0,1.9,8.7,8.1,Yes,12,2024,14,December,4
REC070014,2025-08-14,Thursday,Bengaluru,Commercial,CIT998297,35-44,Hybrid,27.5,3.2,64.0,Medium,33.8,Walking/Cycling,0,11.23,225,3.53,0,1272.99,0,0,5.1,2.2,7.9,8.5,No,8,2025,14,August,3
REC070015,2025-08-17,Sunday,Pune,Industrial,CIT564641,35-44,Other,30.5,14.7,71.0,Medium,26.5,Cab,0,15.56,115,4.43,1,1441.73,0,0,3.7,1.1,8.5,9.1,Yes,8,2025,17,August,3
