,Name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
101341,"Beautiful 2 Bedroom Apartment Woodside, Queens, NY",32431900823,unconfirmed,Erfan,Queens,Woodside,40.74616,-73.90392,United States,US,False,strict,Entire home/apt,2020.0,$952 ,$190 ,2.0,93.0,6/20/2019
101342,Charming Apartment,95746897276,verified,Tiffany,Brooklyn,Bushwick,40.70097,-73.9381,United States,US,False,moderate,Entire home/apt,2019.0,"$1,188 ",$238 ,3.0,0.0,
101343,1 Bedroom in Beautiful/Spacious Bushwick Apt,38811455695,verified,Ryan,Brooklyn,Williamsburg,40.70513,-73.93063,United States,US,True,flexible,Private room,2015.0,$223 ,$45 ,1.0,0.0,
101344,"Huge Comfy Studio with Private Bath, Near Metro",29570159111,verified,Felix,Bronx,Kingsbridge,40.87924,-73.89791,United States,US,True,moderate,Entire home/apt,2012.0,$324 ,$65 ,3.0,114.0,6/16/2019
101345,Large Studio one block from Times Square,3016433149,unconfirmed,Vaki,Manhattan,Theater District,40.75951,-73.98796,United States,US,False,flexible,Private room,2020.0,$163 ,$33 ,1.0,9.0,12/16/2018
101346,Newly renovated modern Apt in heart of Astoria NY,68108060714,verified,Charlie,Queens,Astoria,40.76773,-73.91701,United States,US,True,flexible,Entire home/apt,2022.0,$465 ,$93 ,4.0,12.0,6/24/2019
101347,Sunny room in a shared appartement in Bushwick,23056856686,unconfirmed,Do,Brooklyn,Bushwick,40.70657,-73.92181,United States,US,False,flexible,Private room,2021.0,$974 ,$195 ,5.0,1.0,8/27/2017
101348,"Sunny, Beautiful, Comforting Greenpoint Apartment",14609216971,verified,Danielle,Brooklyn,Greenpoint,40.7244,-73.93913,United States,US,True,flexible,Private room,2017.0,$806 ,$161 ,5.0,6.0,10/24/2018
101349,Peaceful room in hip BK area 15 min to Manhattan,98100968511,verified,Cleo,Brooklyn,Bedford-Stuyvesant,40.68869,-73.9231,United States,US,True,flexible,Private room,2017.0,$300 ,$60 ,1.0,10.0,6/27/2019
101350,Perfectly Central Upper West Side location,43904840355,verified,Eitan,Manhattan,Upper West Side,40.79241,-73.97262,United States,US,False,strict,Private room,2020.0,$788 ,$158 ,1.0,39.0,7/26/2018
101351,Cosy LES/Chinatown private room,33759072755,verified,Amy,Manhattan,Lower East Side,40.71974,-73.99263,United States,US,True,flexible,Private room,2012.0,"$1,185 ",$237 ,7.0,0.0,
101352,"1 Bedroom in nice, clean LES apartment",54391002120,verified,Gaurav,Manhattan,Lower East Side,40.71873,-73.99073,United States,US,False,moderate,Private room,2018.0,"$1,105 ",$221 ,1.0,3.0,9/27/2017
101353,Large 2 bdrm loft with outdoor space + trains,15255394729,verified,Claire,Brooklyn,Boerum Hill,40.68583,-73.98267,United States,US,True,moderate,Entire home/apt,2016.0,$988 ,$198 ,2.0,23.0,6/23/2019
101354,The ❤️ of SoHo: Adorable 2 br // event space,67785952206,verified,Milly,Manhattan,SoHo,40.7255,-74.00258,United States,US,False,strict,Entire home/apt,2004.0,$905 ,$181 ,1.0,61.0,7/1/2019
101355,Bright and Spacious East Village Loft,32044693454,unconfirmed,J,Manhattan,East Village,40.72977,-73.98841,United States,US,True,strict,Entire home/apt,2020.0,$988 ,$198 ,3.0,85.0,6/24/2019
101356,Private East Village Bedroom &Roof Deck(manhattan),89595822076,unconfirmed,Joe,Manhattan,East Village,40.72951,-73.98239,United States,US,True,flexible,Private room,2013.0,$922 ,$184 ,1.0,200.0,6/22/2019
101357,Friendly and well located place to get away,52176704860,verified,Tristan,Brooklyn,Park Slope,40.6675,-73.97694,United States,US,False,moderate,Entire home/apt,2022.0,$806 ,$161 ,1.0,5.0,4/10/2018
101358,Beautiful Garden Apartment in Bed Stuy Brownstone,75621425472,unconfirmed,Cat,Brooklyn,Bedford-Stuyvesant,40.68498,-73.92613,United States,US,False,moderate,Entire home/apt,2013.0,$405 ,$81 ,10.0,26.0,6/14/2019
101359,Bedstuy Brownstone,14733940927,verified,Eric,Brooklyn,Bedford-Stuyvesant,40.681,-73.94707,United States,US,True,strict,Entire home/apt,2010.0,$311 ,$62 ,3.0,5.0,6/23/2019
101360,one-bedroom available in Murray Hill NYC,53535433644,unconfirmed,Dmitriy,Manhattan,Kips Bay,40.73948,-73.97643,United States,US,True,flexible,Private room,2017.0,$132 ,$26 ,1.0,0.0,
101361,Cozy Room near Columbia University,71507343522,unconfirmed,Tiara,Manhattan,Morningside Heights,40.80766,-73.96594,,US,False,strict,Private room,2016.0,"$1,099 ",$220 ,30.0,7.0,7/10/2018
101362,"Cozy 1br apartment, 25 min away from Manhattan",76634317904,verified,Raquel,Queens,Ditmars Steinway,40.77707,-73.91887,,US,True,flexible,Entire home/apt,2009.0,"$1,098 ",$220 ,5.0,14.0,1/5/2019
101363,Clean! Quiet! Near train and park!,83958176532,unconfirmed,Kathryn,Brooklyn,Windsor Terrace,40.65998,-73.97811,,US,True,flexible,Private room,2015.0,$170 ,$34 ,3.0,0.0,
101364,West Village - 1 Bedroom,79052760562,verified,Laura,Manhattan,West Village,40.73459,-74.00143,,US,False,flexible,Entire home/apt,2013.0,$703 ,$141 ,2.0,1.0,2/20/2017
101365,Glamorous Queen  room in the centre of EVERYTHING!,59051723127,unconfirmed,Bianca,Manhattan,Chinatown,40.71427,-73.99261,,US,True,strict,Private room,2018.0,$458 ,$92 ,1.0,49.0,6/30/2019
101366,Cozy Private Room,32406050027,unconfirmed,Nicauris,Manhattan,Washington Heights,40.84194,-73.94203,,US,False,flexible,Private room,2017.0,$83 ,$17 ,30.0,16.0,1/6/2019
101367,Charming 5 Bedroom House in Forest Hills NY,51596956106,unconfirmed,Maayan,Queens,Forest Hills,40.71848,-73.85025,,US,False,moderate,Entire home/apt,2008.0,$304 ,$61 ,2.0,9.0,12/29/2018
101368,Charming Park Slope Apt (fits up to 6 ppl)!,2778317625,unconfirmed,Julia,Brooklyn,Windsor Terrace,40.66063,-73.98348,,US,False,moderate,Entire home/apt,2004.0,$765 ,$153 ,3.0,0.0,
101369,Studio with amazing view,25057683830,unconfirmed,Carolann,Manhattan,Financial District,40.70588,-74.0159,,US,True,strict,Entire home/apt,2010.0,$201 ,$40 ,300.0,0.0,
101370,Private apartment in new Brooklyn building!,35509233859,unconfirmed,Steven & Melissa,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95299,,US,False,strict,Entire home/apt,2019.0,$132 ,$26 ,2.0,33.0,5/22/2019
101371,UES(mini loft)Clean flex room (Female Only),76384585618,verified,Eun M,Manhattan,Upper East Side,40.77759,-73.95321,,US,False,strict,Private room,2022.0,$940 ,$188 ,1.0,133.0,6/19/2019
101372,Luxury Loft in Williamsburg,5156600288,verified,Aaron,Brooklyn,Williamsburg,40.71218,-73.96048,,US,False,strict,Entire home/apt,2020.0,"$1,020 ",$204 ,3.0,8.0,8/26/2018
101373,"Great 1 BR- Q train, Museum Mile and Central Park!",59039355401,verified,Christina,Manhattan,Upper East Side,40.76868,-73.95744,United States,US,True,moderate,Entire home/apt,2014.0,$448 ,$90 ,5.0,22.0,7/2/2019
101374,Cozy yellow room,48891611608,verified,Hali,Queens,Astoria,40.76964,-73.91559,United States,US,True,moderate,Private room,2018.0,$699 ,$140 ,1.0,14.0,3/13/2018
101375,Private room in a 3BR in Park Slope,64964602471,unconfirmed,David,Brooklyn,Park Slope,40.68203,-73.97834,United States,US,True,strict,Private room,2009.0,$868 ,$174 ,4.0,0.0,
101376,QUIET SUNNY PRIVATE ROOM M&L TRAIN,57933049171,unconfirmed,Simon,Brooklyn,Bushwick,40.70079,-73.91847,United States,US,True,moderate,Private room,2021.0,$523 ,$105 ,1.0,9.0,10/4/2017
101377,Cozy bedroom in Bushwick Brooklyn!,83830404122,verified,Rebecca,Brooklyn,Bushwick,40.6978,-73.91677,United States,US,False,moderate,Private room,2005.0,$107 ,$21 ,3.0,34.0,10/20/2017
101378,Bay Ridge Apt,63445020372,unconfirmed,Luis,Brooklyn,Bay Ridge,40.62158,-74.02394,United States,US,False,flexible,Entire home/apt,2021.0,$892 ,$178 ,2.0,35.0,6/19/2019
101379,Entire 3rd Floor of Brooklyn brownstone,60920476796,verified,Autumn,Brooklyn,South Slope,40.66398,-73.99041,United States,US,True,moderate,Entire home/apt,2013.0,$846 ,$169 ,3.0,4.0,11/25/2018
101380,Budget Friendly Place WIFi AC Parking Comfy Bed,35545810330,verified,Andrew,Brooklyn,Greenpoint,40.72155,-73.94414,United States,US,False,strict,Private room,2009.0,"$1,058 ",$212 ,2.0,155.0,6/30/2019
101381,High End Hand Crafted Manhattan Two Bedroom Beauty,86112827310,verified,Tyreik,Manhattan,Harlem,40.82793,-73.94349,United States,US,False,flexible,Private room,2018.0,$530 ,$106 ,5.0,8.0,11/3/2018
101382,*New 4 bedrooms 2 Bath Home 15 mins to manhattan!,22312151183,unconfirmed,Joling,Brooklyn,Bushwick,40.69735,-73.9327,United States,US,False,strict,Entire home/apt,2005.0,"$1,027 ",$205 ,3.0,84.0,6/23/2019
101383,Ladies Only: Spacious Shared Apt,95200099071,unconfirmed,Angela,Manhattan,Kips Bay,40.74261,-73.98102,United States,US,False,strict,Shared room,2015.0,"$1,024 ",$205 ,1.0,11.0,3/17/2019
101384,"Newly renovated, large room. Right by trains!",69310158176,verified,Delphina,Brooklyn,Crown Heights,40.66926,-73.93211,United States,US,False,strict,Private room,2003.0,$958 ,$192 ,1.0,13.0,5/1/2017
101385,Large *COZY* Private Bedroom near Yankee Stadium,50858031277,verified,Melissa,Bronx,Concourse Village,40.82692,-73.92183,United States,US,False,strict,Private room,2008.0,$424 ,$85 ,5.0,46.0,6/2/2019
101386,Cute studio close to Penn Station and Times Square,8790656844,unconfirmed,Estrellita,Manhattan,Chelsea,40.75166,-73.99506,United States,US,False,flexible,Entire home/apt,2017.0,"$1,114 ",$223 ,19.0,0.0,
101387,"Queen size bed, private bathroom, great location",52275863464,verified,Axel,Brooklyn,Flatbush,40.64918,-73.96657,United States,US,False,flexible,Private room,2009.0,$350 ,$70 ,2.0,25.0,6/24/2019
101388,Room in the Heart of Williamsburg,62546200393,verified,Steven,Brooklyn,Williamsburg,40.7176,-73.95359,United States,US,True,strict,Private room,2018.0,$207 ,$41 ,2.0,7.0,10/23/2017
101389,Cozy with a private bathroom bklyn,71261498165,unconfirmed,Chadanut,Brooklyn,Kensington,40.64237,-73.98048,United States,US,True,moderate,Private room,2020.0,$504 ,$101 ,1.0,41.0,5/27/2019
101390,The Cozy Cole room at Harlem Townhouse,71587924259,unconfirmed,René,Manhattan,Harlem,40.80934,-73.95072,United States,US,False,moderate,Private room,2019.0,$88 ,$18 ,2.0,66.0,1/27/2019
101391,Cute little room in a 3BR apt with shared bath.,9404462471,unconfirmed,Mireille,Brooklyn,Crown Heights,40.67138,-73.93679,United States,US,True,moderate,Private room,2009.0,$475 ,$95 ,1.0,21.0,6/25/2019
101392,Beautiful 1br in Manhattan!,58222084246,verified,Kevin,Manhattan,Harlem,40.82167,-73.94988,United States,US,True,flexible,Entire home/apt,2003.0,$599 ,$120 ,6.0,5.0,7/23/2018
101393,Private Room Near Columbus Circle.,26163577173,unconfirmed,Matthew,Manhattan,Hell's Kitchen,40.76617,-73.98398,United States,US,True,moderate,Private room,2013.0,$55 ,$11 ,3.0,2.0,10/7/2017
101394,Large private room w huge loft in Williamsburg,67477865856,verified,Lauren,Brooklyn,Williamsburg,40.71976,-73.96052,United States,US,True,strict,Private room,2007.0,$670 ,$134 ,2.0,3.0,5/19/2017
101395,Private Room In Clean Quiet Apt,10498418718,verified,Anthony,Manhattan,Harlem,40.8236,-73.93755,United States,US,False,strict,Private room,2016.0,"$1,075 ",$215 ,2.0,70.0,8/1/2018
101396,Classic Room in Vintage Loft,81468909753,verified,Ari,Brooklyn,Williamsburg,40.71586,-73.95395,United States,US,False,moderate,Private room,2006.0,$435 ,$87 ,2.0,9.0,4/4/2019
101397,Artist Loft Bedroom,35092205545,unconfirmed,Gera & Werc,Brooklyn,Bushwick,40.70322,-73.92025,United States,US,False,flexible,Private room,2016.0,$756 ,$151 ,5.0,18.0,5/15/2019
101398,"East Village, Cozy Room w/ Private Entrance & Bath",83352392059,unconfirmed,RoseAnne,Manhattan,Stuyvesant Town,40.73126,-73.98149,United States,US,True,moderate,Private room,2019.0,$601 ,$120 ,2.0,1.0,2/23/2017
101399,Staten island home not far from ferry to manhattan,74958929922,unconfirmed,Gloria,Staten Island,Randall Manor,40.63552,-74.12125,United States,US,True,strict,Private room,2005.0,$137 ,$27 ,3.0,0.0,
101400,Large Bright Home on 2 floors perfect for families,31998024357,unconfirmed,May,Brooklyn,Bedford-Stuyvesant,40.69309,-73.94987,United States,US,True,moderate,Entire home/apt,2008.0,$737 ,$147 ,5.0,13.0,5/1/2019
101401,*THE ROOM IS PRIVATE. HUNGRY FOR A KITCHEN ?*,31703981961,unconfirmed,Carlos,Queens,Elmhurst,40.74552,-73.88285,United States,US,True,strict,Private room,2003.0,$107 ,$21 ,6.0,69.0,7/4/2019
101402,"basic room, prime location, 30 day minimum",80327432456,unconfirmed,David,Manhattan,Upper West Side,40.78068,-73.9767,United States,US,False,strict,Private room,2008.0,$257 ,$51 ,30.0,5.0,5/1/2019
101403,Bright sunny manhattan getaway,22867638462,verified,Joshua,Manhattan,Washington Heights,40.83498,-73.94214,United States,US,False,flexible,Private room,2009.0,$652 ,$130 ,2.0,0.0,
101404,Cute Room in Lower East Side!,71956986484,unconfirmed,Angie,Manhattan,Lower East Side,40.7128,-73.98909,United States,US,False,moderate,Private room,2008.0,$206 ,$41 ,1.0,121.0,6/23/2019
101405,Charming Bedroom in hip Lower East Side!,82514323186,verified,Angie,Manhattan,Lower East Side,40.71203,-73.99008,United States,US,True,moderate,Private room,2009.0,$718 ,$144 ,1.0,125.0,6/26/2019
101406,Cozy Manhattan Studio,32987751826,unconfirmed,Shain,Manhattan,Midtown,40.75784,-73.96088,United States,US,False,moderate,Entire home/apt,2009.0,$655 ,$131 ,14.0,8.0,1/5/2019
101407,Gramercy / East Village Studio,67398797915,unconfirmed,Julia,Manhattan,Gramercy,40.73328,-73.98241,United States,US,True,moderate,Entire home/apt,2013.0,"$1,025 ",$205 ,8.0,33.0,7/1/2019
101408,"Charming, Light drenched Upper East Side studio",62325873667,unconfirmed,Jensine,Manhattan,Upper East Side,40.77565,-73.94919,United States,US,True,flexible,Entire home/apt,2006.0,"$1,104 ",$221 ,2.0,4.0,6/2/2019
101409,Strawberry Fields Forever!,49615127650,verified,Katy,Manhattan,Upper West Side,40.77786,-73.98066,United States,US,False,flexible,Entire home/apt,2014.0,"$1,129 ",$226 ,1.0,41.0,6/30/2019
101410,1st Floor in New (2flr) Williamsburg Apartment,72262880414,unconfirmed,Jenn,Brooklyn,Williamsburg,40.7138,-73.96043,United States,US,True,strict,Private room,2006.0,"$1,143 ",$229 ,13.0,14.0,5/5/2019
101411,Big Room with Queen Bed&Comfy Couch,16866137015,verified,Liam,Queens,Elmhurst,40.741,-73.88019,United States,US,True,strict,Private room,2013.0,$142 ,$28 ,2.0,43.0,7/1/2019
101412,Entire beautiful apartment-Astoria,25529514846,unconfirmed,Dioni,Queens,Ditmars Steinway,40.77319,-73.91687,United States,US,True,moderate,Entire home/apt,2021.0,$678 ,$136 ,3.0,2.0,7/16/2018
101413,"Large 1-bedroom, great neighborhood 20min/Midtown",72782760285,unconfirmed,Paul,Queens,Sunnyside,40.74511,-73.91816,United States,US,False,flexible,Entire home/apt,2004.0,$713 ,$143 ,50.0,2.0,8/19/2018
101414,Cheap Family home with desk 10 mn to JFK+Mall,893351930,verified,Guelma,Queens,Rosedale,40.65292,-73.73652,United States,US,True,strict,Private room,2005.0,$955 ,$191 ,14.0,70.0,6/24/2019
101415,Awesome Chelsea Manhattan Pad,70601063957,verified,Lisa,Manhattan,Chelsea,40.7429,-73.99344,United States,US,False,moderate,Private room,2003.0,$938 ,$188 ,1.0,1.0,1/30/2017
101416,Large Room in Queens,44744288652,verified,Berat,Queens,Rego Park,40.72804,-73.86147,United States,US,False,moderate,Private room,2003.0,"$1,186 ",$237 ,1.0,74.0,6/9/2019
101417,Smart Studio,43474270977,verified,Alli,Manhattan,East Village,40.7251,-73.98914,United States,US,False,flexible,Entire home/apt,2005.0,$55 ,$11 ,2.0,0.0,
101418,Cozy Private Studio Close to JFK w kitchen & bath,6095020072,unconfirmed,Harry,Queens,Jamaica,40.69637,-73.81034,United States,US,True,flexible,Private room,2016.0,$165 ,$33 ,3.0,29.0,5/20/2019
101419,One bedroom apt in a luxury Building,30784775148,verified,Aurora,Brooklyn,Williamsburg,40.71819,-73.96532,United States,US,False,moderate,Entire home/apt,2006.0,$79 ,$16 ,4.0,16.0,3/23/2018
101420,"New, Luxury and Sunny Apartment",79139153123,verified,Maggie,Brooklyn,Clinton Hill,40.6944,-73.96606,United States,US,False,flexible,Entire home/apt,2012.0,$887 ,$177 ,1.0,1.0,5/6/2017
101421,"private, large, sunny, calm big room",49451055947,verified,Isa,Manhattan,Washington Heights,40.85411,-73.93167,United States,US,True,strict,Private room,2015.0,$225 ,$45 ,30.0,4.0,11/30/2018
101422,Sunny LEGO’s Home,73016514431,verified,Maggie,Brooklyn,Clinton Hill,40.69259,-73.9665,United States,US,False,flexible,Entire home/apt,2003.0,$399 ,$80 ,1.0,5.0,3/31/2019
101423,Spectacular one bedroom Close to Park,7231960056,unconfirmed,Yaacov,Manhattan,Upper East Side,40.77743,-73.94977,United States,US,False,flexible,Entire home/apt,2008.0,$180 ,$36 ,31.0,4.0,4/12/2019
101424,90 Washington St. 1 BR furnished,5095487455,verified,Raymond,Manhattan,Financial District,40.70829,-74.01405,United States,US,True,moderate,Entire home/apt,2022.0,$557 ,$111 ,30.0,1.0,8/13/2017
101425,Luxury 2-bedroom apartment in Harlem,49371268476,verified,Nicole,Manhattan,Harlem,40.80926,-73.95419,United States,US,False,flexible,Entire home/apt,2011.0,$165 ,$33 ,4.0,8.0,4/12/2019
101426,Cozy private on Bedford Avenue,89637444680,verified,Will,Brooklyn,Williamsburg,40.71404,-73.96119,United States,US,False,flexible,Private room,2020.0,"$1,036 ",$207 ,1.0,2.0,2/13/2017
101427,2 Bed 2 Bath Close to Park pool In Building,9582603332,verified,Yaacov,Manhattan,Upper East Side,40.7771,-73.94996,United States,US,False,flexible,Entire home/apt,2005.0,$54 ,$11 ,31.0,5.0,6/16/2019
101428,2 Bed 1 Bath Close to Park,3036180116,verified,Yaacov,Manhattan,Upper East Side,40.77898,-73.94983,United States,US,True,flexible,Entire home/apt,2004.0,$926 ,$185 ,31.0,7.0,4/13/2019
101429,2 Bed 2 Bath Close To Park Pool in building,64243448524,unconfirmed,Yaacov,Manhattan,Upper East Side,40.77832,-73.94991,United States,US,False,moderate,Entire home/apt,2003.0,$386 ,$77 ,31.0,10.0,6/12/2019
101430,Beautiful Large Private Apt in Amazing Neighbrhood,16588864343,verified,Sofia,Queens,Ditmars Steinway,40.77103,-73.91409,United States,US,True,strict,Entire home/apt,2017.0,"$1,086 ",$217 ,2.0,6.0,5/27/2019
101431,"Spacious, Sunny Room right by the Subway",74637327261,unconfirmed,Natalie,Brooklyn,Prospect Heights,40.67762,-73.97097,United States,US,False,moderate,Private room,2010.0,"$1,053 ",$211 ,2.0,0.0,
101432,The Most Amazing Duplex Apt w/ Outdoor Space in BK,51108997198,unconfirmed,Ryan,Brooklyn,Sunset Park,40.66135,-73.98841,United States,US,False,moderate,Entire home/apt,2016.0,$546 ,$109 ,30.0,2.0,5/2/2017
101433,Charming Brooklyn Heights Abode,94532957923,verified,Michi,Brooklyn,Brooklyn Heights,40.70081,-73.99503,United States,US,True,moderate,Entire home/apt,2020.0,"$1,017 ",$203 ,25.0,12.0,5/1/2019
101434,Nice Room in Manhattan,175335417,verified,Lyuda,Manhattan,East Harlem,40.78568,-73.94868,United States,US,False,flexible,Private room,2005.0,$300 ,$60 ,1.0,18.0,6/15/2019
101435,Wonderful 1BR in ideal Williamsburg location,822171595,verified,Christie,Brooklyn,Williamsburg,40.7097,-73.95411,United States,US,True,flexible,Private room,2020.0,$589 ,$118 ,2.0,31.0,1/3/2019
101436,Beautiful Bright Apartment. 30 Mins to Manhattan.,69710586960,verified,Nikita,Brooklyn,Sunset Park,40.65729,-73.99917,United States,US,True,flexible,Entire home/apt,2003.0,$874 ,$175 ,2.0,59.0,7/31/2018
101437,Charming Ground Floor,21118644141,unconfirmed,Joe,Queens,Rego Park,40.72651,-73.86173,United States,US,False,flexible,Entire home/apt,2016.0,"$1,199 ",$240 ,1.0,101.0,6/20/2019
101438,1 Bedroom near Columbia University,51689192761,verified,Devin,Manhattan,Morningside Heights,40.81037,-73.95833,United States,US,True,flexible,Private room,2022.0,$617 ,$123 ,5.0,32.0,10/24/2018
101439,Beauty Brooklyn 2BR close to trains 30+ days only,42204600724,unconfirmed,Sara Kate,Brooklyn,Bedford-Stuyvesant,40.68324,-73.95174,United States,US,True,flexible,Entire home/apt,2005.0,$902 ,$180 ,30.0,67.0,6/20/2019
101440,Charming Light-Filled Apartment in Boerum Hill,41647902717,verified,Carly,Brooklyn,Boerum Hill,40.68482,-73.98302,United States,US,True,strict,Entire home/apt,2013.0,$161 ,$32 ,3.0,19.0,7/1/2019
101441,Williamsburg stylish home!,31612381874,unconfirmed,Ja,Brooklyn,Williamsburg,40.70881,-73.9468,United States,US,False,strict,Entire home/apt,2012.0,$571 ,$114 ,3.0,53.0,7/6/2019
101442,Cozy private bedroom in Bedford Stuyvesant,93543384368,verified,Clotilde & Nicolas,Brooklyn,Bedford-Stuyvesant,40.68533,-73.91941,United States,US,True,moderate,Private room,2007.0,$910 ,$182 ,2.0,22.0,5/20/2019
101443,"Cute one bedroom apt. in Greenpoint, Brooklyn.",35898599400,unconfirmed,Greg,Brooklyn,Greenpoint,40.72556,-73.94368,United States,US,False,flexible,Private room,2004.0,$750 ,$150 ,3.0,64.0,6/10/2019
101444,"Big bedroom in Astoria, 20 min from Central Park",35655258497,unconfirmed,Costas,Queens,Astoria,40.76882,-73.92793,United States,US,True,moderate,Private room,2004.0,$110 ,$22 ,3.0,23.0,12/31/2018
101445,Spacious Studio in E Flatbush,73259053502,unconfirmed,Vanessa,Brooklyn,East Flatbush,40.63844,-73.92868,United States,US,False,moderate,Entire home/apt,2013.0,$827 ,$165 ,1.0,117.0,6/19/2019
101446,Victorian Sanctuary in a Historic Brownstone,80549653172,unconfirmed,Jacob,Manhattan,Harlem,40.80769,-73.95505,United States,US,True,moderate,Private room,2016.0,"$1,142 ",$228 ,1.0,95.0,6/17/2019
101447,Brooklyn Brownstone parlor living with full A/C,56459094704,verified,Jeremy,Brooklyn,Prospect Heights,40.68125,-73.97236,United States,US,True,moderate,Entire home/apt,2019.0,$854 ,$171 ,2.0,4.0,5/20/2019
101448,Comfortable Space in Heart of Astoria,92555449331,verified,Cliff,Queens,Astoria,40.76625,-73.92447,United States,US,False,flexible,Shared room,2021.0,"$1,184 ",$237 ,30.0,3.0,3/20/2017
101449,Warm and Cozy.,72134276546,unconfirmed,Christopher,Queens,Fresh Meadows,40.74202,-73.78821,United States,US,True,moderate,Private room,2015.0,$138 ,$28 ,1.0,18.0,9/1/2017
101450,Nolita Bohemian Charmer,40894079943,verified,Anna,Manhattan,Nolita,40.72078,-73.99473,United States,US,True,moderate,Private room,2019.0,$890 ,$178 ,10.0,2.0,4/25/2018
101451,Large 2Br on W71st & Columbus Feb 19-28,59217557973,unconfirmed,Julie,Manhattan,Upper West Side,40.77673,-73.98011,United States,US,False,strict,Entire home/apt,2007.0,$354 ,$71 ,5.0,0.0,
101452,Cozy Bed-Stuy Getaway!,44085536459,verified,Hadass,Brooklyn,Bedford-Stuyvesant,40.69175,-73.94447,United States,US,True,strict,Private room,2017.0,$261 ,$52 ,2.0,24.0,6/23/2019
101453,"Artist room in the heart of Bushwick, Brooklyn NY",2085242760,verified,Prashant,Brooklyn,Bushwick,40.69482,-73.91165,United States,US,False,flexible,Private room,2003.0,$967 ,$193 ,1.0,1.0,2/9/2017
101454,"Modern,Elegant,Private,with parking spot,safe area",61388315402,verified,Safa,Brooklyn,Fort Hamilton,40.62203,-74.0303,United States,US,True,strict,Entire home/apt,2015.0,$726 ,$145 ,1.0,116.0,6/27/2019
101455,Very Spacious One Bedroom Apt in Private Townhouse,16373920003,verified,Demettre,Manhattan,West Village,40.73452,-74.00825,United States,US,True,flexible,Entire home/apt,2005.0,$613 ,$123 ,2.0,28.0,5/4/2018
101456,Midsize room in Queens.,78022533706,verified,Berat,Queens,Rego Park,40.72727,-73.86223,United States,US,True,strict,Private room,2013.0,"$1,146 ",$229 ,1.0,59.0,5/19/2019
101457,Cozy private room in Bedstuy,28233187671,verified,Stephen,Brooklyn,Bedford-Stuyvesant,40.6932,-73.95519,United States,US,False,strict,Private room,2007.0,$794 ,$159 ,1.0,1.0,2/11/2017
101458,Large private BR in East Harlem near Central Park,40263864512,unconfirmed,Ceilidh,Manhattan,East Harlem,40.79149,-73.94658,United States,US,True,strict,Private room,2005.0,"$1,107 ",$221 ,5.0,0.0,
101459,Cozy East Village Room w/Bonus Cats,6210527253,verified,Lyra,Manhattan,East Village,40.7265,-73.98278,United States,US,False,strict,Private room,2018.0,$359 ,$72 ,3.0,76.0,6/21/2019
101460,Luxury building in Fort Greene.,81586206163,unconfirmed,Nathan,Brooklyn,Clinton Hill,40.69088,-73.96653,United States,US,False,moderate,Entire home/apt,2014.0,$886 ,$177 ,1.0,0.0,
101461,"Funky 3 Bedroom Duplex in hip Greenpoint, Brooklyn",20947102604,verified,Michael,Brooklyn,Greenpoint,40.72881,-73.95817,United States,US,True,strict,Entire home/apt,2008.0,$847 ,$169 ,2.0,35.0,9/15/2017
101462,"Classic Brownstone in Williamsburg, BK W/ Backyard",58490554808,verified,Joseph,Brooklyn,Williamsburg,40.71247,-73.96155,United States,US,False,moderate,Entire home/apt,2015.0,$835 ,$167 ,3.0,15.0,7/29/2018
101463,Perfect 1 Bedroom in Heart of Lower East Side,27856780313,verified,Christopher,Manhattan,Lower East Side,40.72085,-73.98895,United States,US,True,strict,Entire home/apt,2005.0,$315 ,$63 ,3.0,67.0,6/19/2019
101464,UES oasis,84121720326,unconfirmed,Karlyn,Manhattan,Upper East Side,40.77428,-73.95363,United States,US,True,flexible,Private room,2012.0,$966 ,$193 ,4.0,0.0,
101465,Big exposed brick room in The East Village,8412653433,verified,Emily,Manhattan,East Village,40.72429,-73.98784,United States,US,False,flexible,Private room,2013.0,$561 ,$112 ,90.0,0.0,
101466,Beautiful Private Bedroom in Bronx Apartment,88929197191,unconfirmed,Figgins,Bronx,Fordham,40.85615,-73.90077,United States,US,True,moderate,Private room,2004.0,$743 ,$149 ,3.0,7.0,5/9/2019
101467,Huge Room in Home with Backyard Near Metro,78493489348,unconfirmed,Armando,Bronx,Fordham,40.87031,-73.89322,United States,US,True,strict,Private room,2008.0,$752 ,$150 ,3.0,98.0,6/24/2019
101468,Cute RM in Private Home with Backyard/Near Metro,36740477135,unconfirmed,Armando,Bronx,Fordham,40.86917,-73.89465,United States,US,False,strict,Private room,2020.0,$756 ,$151 ,3.0,77.0,5/30/2019
101469,Private Clean Spacious Sunny E Village Studio Apt,89968114636,unconfirmed,Seth,Manhattan,East Village,40.72425,-73.98976,United States,US,True,flexible,Entire home/apt,2003.0,$220 ,$44 ,10.0,4.0,9/3/2018
101470,Live Like a Local In GREENPOINT,52969890522,verified,Ben And Jane,Brooklyn,Greenpoint,40.73076,-73.95575,United States,US,True,moderate,Entire home/apt,2007.0,$356 ,$71 ,4.0,17.0,3/20/2018
